gid,wardId,wardName,countyName,authoritativeSubcountyName,authoritativeScuid,databaseSubCountyId,databaseSubCountyName,databaseCountyId,databaseCountyName,status,detail
339,1357,Kiomo/kyethani Ward,KITUI,Mwingi West Sub County,,344,Mwingi West Sub County,68,Kitui,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
340,1358,Central Ward,KITUI,Mwingi Central Sub- County,,1346,Mwingi Central,68,Kitui,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
341,1359,Kivou Ward,KITUI,Mwingi Central Sub- County,,1346,Mwingi Central,68,Kitui,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
342,1360,Nguni Ward,KITUI,Mwingi Central Sub- County,,1346,Mwingi Central,68,Kitui,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
343,1361,Nuu Ward,KITUI,Mwingi Central Sub- County,,1346,Mwingi Central,68,Kitui,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
344,1362,Mui Ward,KITUI,Mwingi Central Sub- County,,1346,Mwingi Central,68,Kitui,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1613,1363,South Bukusu Ward,Bungoma,Bumula Sub County,,1511,Bumula,53,Bungoma,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
484,1364,Iria-ini Ward,NYERI,Nyeri South Sub County,,1381,Nyeri South,69,Nyeri,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
485,1365,Chinga Ward,NYERI,Nyeri South Sub County,,1381,Nyeri South,69,Nyeri,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
616,1366,Nakalale Ward,TURKANA,Turkana West Sub County,,1416,Turkana West,70,Turkana,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
352,1367,Kwavonza/yatta Ward,KITUI,Kitui Rural Sub County,,348,Kitui Rural Sub County,68,Kitui,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
353,1368,Kanyangi Ward,KITUI,Kitui Rural Sub County,,348,Kitui Rural Sub County,68,Kitui,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
354,1369,Miambani Ward,KITUI,Kitui Central  Sub County,,1336,Kitui Central,68,Kitui,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
355,1370,Township Ward,KITUI,Kitui Central  Sub County,,1336,Kitui Central,68,Kitui,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
356,1371,Kyangwithya west Ward,KITUI,Kitui Central  Sub County,,1336,Kitui Central,68,Kitui,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
641,1372,Riwo Ward,WEST POKOT,West Pokot Sub County,,1421,West Pokot,71,West Pokot,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
651,1373,Suam Ward,WEST POKOT,Pokot North Sub County,,1419,Pokot North,71,West Pokot,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
652,1374,Kodich Ward,WEST POKOT,Pokot North Sub County,,1419,Pokot North,71,West Pokot,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
653,1375,Kasei Ward,WEST POKOT,Pokot North Sub County,,1419,Pokot North,71,West Pokot,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
654,1376,Kapchok Ward,WEST POKOT,Pokot North Sub County,,1419,Pokot North,71,West Pokot,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
655,1377,Kiwawa Ward,WEST POKOT,Pokot North Sub County,,1419,Pokot North,71,West Pokot,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1801,1378,Miritini Ward,Mombasa,Jomvu  Sub County,,1252,Jomvu,55,Mombasa,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
960,1379,Chaik Ward,KERICHO,Belgut Sub County,,1482,Belgut,56,Kericho,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1614,1380,Bumula Ward,Bungoma,Bumula Sub County,,1511,Bumula,53,Bungoma,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1615,1381,Khasoko Ward,Bungoma,Bumula Sub County,,1511,Bumula,53,Bungoma,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
663,1382,Maralal Ward,SAMBURU,Samburu Central Sub County,,1422,Samburu Central,72,Samburu,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
162,1383,Bute Ward,WAJIR,Wajir North Sub County,,1292,Wajir North,61,Wajir,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
360,1384,Nzambani Ward,KITUI,Kitui East Sub County,,354,Kitui East Sub County,68,Kitui,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1618,1385,West Bukusu Ward,Bungoma,Bumula Sub County,,1511,Bumula,53,Bungoma,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1622,1386,Township Ward,Bungoma,Kanduyi Sub County,,284,Kanduyi Sub County,53,Bungoma,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1623,1387,Khalaba Ward,Bungoma,Kanduyi Sub County,,284,Kanduyi Sub County,53,Bungoma,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1624,1388,Musikoma Ward,Bungoma,Kanduyi Sub County,,284,Kanduyi Sub County,53,Bungoma,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1625,1389,East Sang'alo Ward,Bungoma,Kanduyi Sub County,,284,Kanduyi Sub County,53,Bungoma,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1626,1390,Marakaru/tuuti Ward,Bungoma,Kanduyi Sub County,,284,Kanduyi Sub County,53,Bungoma,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1627,1391,West Sang'alo Ward,Bungoma,Kanduyi Sub County,,284,Kanduyi Sub County,53,Bungoma,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1628,1392,Mihuu Ward,Bungoma,Webuye  East Sub County,,355,Webuye  East Sub County,53,Bungoma,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1629,1393,Ndivisi Ward,Bungoma,Webuye  East Sub County,,355,Webuye  East Sub County,53,Bungoma,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1630,1394,Maraka Ward,Bungoma,Webuye  East Sub County,,355,Webuye  East Sub County,53,Bungoma,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1631,1395,Misikhu Ward,Bungoma,Webuye West Sub County,,1520,Webuye West,53,Bungoma,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1632,1396,Sitikho Ward,Bungoma,Webuye West Sub County,,1520,Webuye West,53,Bungoma,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1633,1397,Matulo Ward,Bungoma,Webuye West Sub County,,1520,Webuye West,53,Bungoma,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
97,1398,Hirimani Ward,TANA RIVER,Bura Sub County,,299,Bura Sub County,57,Tana River,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1831,1399,Mnarani Ward,Kilifi,Kilifi North Sub County,,1266,Kilifi North,73,Kilifi,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1675,1400,Mumias North Ward,Kakamega,Mumias West  Sub County,,1504,Mumias West,54,Kakamega,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
95,1401,Wayu Ward,TANA RIVER,Galole Sub County,,296,Galole Sub County,57,Tana River,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
368,1402,Ikutha Ward,KITUI,Kitui South Sub County,,357,Kitui South Sub County,68,Kitui,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
370,1403,Athi Ward,KITUI,Kitui South Sub County,,357,Kitui South Sub County,68,Kitui,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
411,1404,Tulimani Ward,MAKUENI,Mbooni  Sub County,,358,Mbooni  Sub County,74,Makueni,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
412,1405,Mbooni Ward,MAKUENI,Mbooni  Sub County,,358,Mbooni  Sub County,74,Makueni,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
413,1406,Kithungo/Kitundu Ward,MAKUENI,Mbooni  Sub County,,358,Mbooni  Sub County,74,Makueni,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
414,1407,Kiteta-Kisau Ward,MAKUENI,Mbooni  Sub County,,358,Mbooni  Sub County,74,Makueni,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
415,1408,Waia/Kako Ward,MAKUENI,Mbooni  Sub County,,358,Mbooni  Sub County,74,Makueni,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
416,1409,Kalawa/ Kathulumbi Ward,MAKUENI,Mbooni  Sub County,,358,Mbooni  Sub County,74,Makueni,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
417,1410,Kasikeu Ward,MAKUENI,Kilome Sub County,,359,Kilome Sub County,74,Makueni,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
418,1411,Mukaa Ward,MAKUENI,Kilome Sub County,,359,Kilome Sub County,74,Makueni,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
419,1412,Kiima Kiu/Kalanzoni Ward,MAKUENI,Kilome Sub County,,359,Kilome Sub County,74,Makueni,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
420,1413,Ukia ward,MAKUENI,Kaiti  Sub County,,360,Kaiti  Sub County,74,Makueni,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
421,1414,Kee ward,MAKUENI,Kaiti  Sub County,,360,Kaiti  Sub County,74,Makueni,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
422,1415,Kilungu ward,MAKUENI,Kaiti  Sub County,,360,Kaiti  Sub County,74,Makueni,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
423,1416,Ilima ward,MAKUENI,Kaiti  Sub County,,360,Kaiti  Sub County,74,Makueni,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
424,1417,Wote Ward,MAKUENI,Makueni  Sub County,,1364,Makueni,74,Makueni,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
425,1418,Muvau/Kikumini Ward,MAKUENI,Makueni  Sub County,,1364,Makueni,74,Makueni,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
426,1419,Mavindini Ward,MAKUENI,Makueni  Sub County,,1364,Makueni,74,Makueni,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
427,1420,Kitise/Kithuki Ward,MAKUENI,Makueni  Sub County,,1364,Makueni,74,Makueni,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
428,1421,Kathonzweni Ward,MAKUENI,Makueni  Sub County,,1364,Makueni,74,Makueni,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
429,1422,Nzaui/Kilili/Kalamba Ward,MAKUENI,Makueni  Sub County,,1364,Makueni,74,Makueni,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
430,1423,Mbitini Ward,MAKUENI,Makueni  Sub County,,1364,Makueni,74,Makueni,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
431,1424,Makindu Ward,MAKUENI,Kibwezi West  Sub County,,362,Kibwezi West  Sub County,74,Makueni,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
432,1425,Nguumo Ward,MAKUENI,Kibwezi West  Sub County,,362,Kibwezi West  Sub County,74,Makueni,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
433,1426,Kikumbulyu North Ward,MAKUENI,Kibwezi West  Sub County,,362,Kibwezi West  Sub County,74,Makueni,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
434,1427,Kikumbulyu South Ward,MAKUENI,Kibwezi West  Sub County,,362,Kibwezi West  Sub County,74,Makueni,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
435,1428,Nguu/Masumba Ward,MAKUENI,Kibwezi West  Sub County,,362,Kibwezi West  Sub County,74,Makueni,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1676,1429,Etenje Ward,Kakamega,Mumias West  Sub County,,1504,Mumias West,54,Kakamega,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1677,1430,Musanda Ward,Kakamega,Mumias West  Sub County,,1504,Mumias West,54,Kakamega,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
113,1431,Bomani Ward,TAITA TAVETA,Taveta Sub County,,1278,Taveta,59,Taita Taveta,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
114,1432,Mboghoni Ward,TAITA TAVETA,Taveta Sub County,,1278,Taveta,59,Taita Taveta,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
129,1433,Kasigau Ward,TAITA TAVETA,Voi Sub County,,1279,Voi,59,Taita Taveta,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
154,1434,Jarajila Ward,GARISSA,Fafi Sub County,,1282,Fafi,60,Garissa,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
155,1435,Fafi Ward,GARISSA,Fafi Sub County,,1282,Fafi,60,Garissa,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
163,1436,Korondile Ward,WAJIR,Wajir North Sub County,,1292,Wajir North,61,Wajir,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
183,1437,Elnur/tula tula Ward,WAJIR,Eldas Sub County,,1288,Eldas,61,Wajir,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
191,1438,TAKABA SOUTH,MANDERA,MANDERA WEST,,1295,Mandera West,63,Mandera,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
192,1439,TAKABA,MANDERA,MANDERA WEST,,1295,Mandera West,63,Mandera,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
184,1440,Benane Ward,WAJIR,Wajir South Sub County,,1293,Wajir South,61,Wajir,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
185,1441,Burder Ward,WAJIR,Wajir South Sub County,,1293,Wajir South,61,Wajir,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1832,1442,Junju Ward,Kilifi,Kilifi South Sub County,,1267,Kilifi South,73,Kilifi,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1684,1443,Mayoni Ward,Kakamega,Matungu Sub County,,1502,Matungu,54,Kakamega,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1685,1444,Namamali Ward,Kakamega,Matungu Sub County,,1502,Matungu,54,Kakamega,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1686,1445,Marama West Ward,Kakamega,Butere Sub County,,1493,Butere,54,Kakamega,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1687,1446,Marama Central Ward,Kakamega,Butere Sub County,,1493,Butere,54,Kakamega,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1688,1447,Marenyo-shianda Ward,Kakamega,Butere Sub County,,1493,Butere,54,Kakamega,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1689,1448,Marama North Ward,Kakamega,Butere Sub County,,1493,Butere,54,Kakamega,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1690,1449,Marama South Ward,Kakamega,Butere Sub County,,1493,Butere,54,Kakamega,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1692,1450,Kisa East Ward,Kakamega,Khwisero Sub County,,1498,Khwisero,54,Kakamega,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1693,1451,Kisa West Ward,Kakamega,Khwisero Sub County,,1498,Khwisero,54,Kakamega,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1694,1452,Kisa Central Ward,Kakamega,Khwisero Sub County,,1498,Khwisero,54,Kakamega,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1695,1453,Isukha North Ward,Kakamega,Shinyalu Sub County,,369,Shinyalu Sub County,54,Kakamega,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1696,1454,Murhanda Ward,Kakamega,Shinyalu Sub County,,369,Shinyalu Sub County,54,Kakamega,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1697,1455,Isukha Central Ward,Kakamega,Shinyalu Sub County,,369,Shinyalu Sub County,54,Kakamega,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1698,1456,Isukha South Ward,Kakamega,Shinyalu Sub County,,369,Shinyalu Sub County,54,Kakamega,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1699,1457,Isukha East Ward,Kakamega,Shinyalu Sub County,,369,Shinyalu Sub County,54,Kakamega,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1700,1458,Isukha West Ward,Kakamega,Shinyalu Sub County,,369,Shinyalu Sub County,54,Kakamega,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1701,1459,Idakho South Ward,Kakamega,Ikolomani Sub County,,370,Ikolomani Sub County,54,Kakamega,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1702,1460,Idakho East Ward,Kakamega,Ikolomani Sub County,,370,Ikolomani Sub County,54,Kakamega,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1703,1461,Idakho North Ward,Kakamega,Ikolomani Sub County,,370,Ikolomani Sub County,54,Kakamega,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1704,1462,Idakho Central Ward,Kakamega,Ikolomani Sub County,,370,Ikolomani Sub County,54,Kakamega,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1705,1463,Malaba Central Ward,Busia,Teso North Sub County,,1527,Teso North,62,Busia,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1706,1464,Malaba North Ward,Busia,Teso North Sub County,,1527,Teso North,62,Busia,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1707,1465,Ang'urai South Ward,Busia,Teso North Sub County,,1527,Teso North,62,Busia,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1708,1466,Ang'urai North Ward,Busia,Teso North Sub County,,1527,Teso North,62,Busia,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1709,1467,Ang'urai East Ward,Busia,Teso North Sub County,,1527,Teso North,62,Busia,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1710,1468,Malaba South Ward,Busia,Teso North Sub County,,1527,Teso North,62,Busia,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1711,1469,Ang'orom Ward,Busia,Teso South Sub County,,1528,Teso South,62,Busia,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1712,1470,Chakol South Ward,Busia,Teso South Sub County,,1528,Teso South,62,Busia,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1713,1471,Chakol North Ward,Busia,Teso South Sub County,,1528,Teso South,62,Busia,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1714,1472,Amukura West Ward,Busia,Teso South Sub County,,1528,Teso South,62,Busia,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1715,1473,Amukura East Ward,Busia,Teso South Sub County,,1528,Teso South,62,Busia,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
452,1474,Githioro Ward,NYANDARUA,Kipipiri Sub County,,1372,Kipipiri,67,Nyandarua,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
351,1475,Mbitini Ward,KITUI,Kitui Rural Sub County,,348,Kitui Rural Sub County,68,Kitui,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
454,1476,Kanjuiri range Ward,NYANDARUA,Olkalou Sub County,,374,Olkalou Sub County,67,Nyandarua,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1716,1477,Amukura Central Ward,Busia,Teso South Sub County,,1528,Teso South,62,Busia,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
359,1478,Zombe/mwitika Ward,KITUI,Kitui East Sub County,,354,Kitui East Sub County,68,Kitui,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
225,1479,MOYALE TOWNSHIP,MARSABIT,MOYALE,,1306,Moyale,64,Marsabit,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
226,1480,URAN,MARSABIT,MOYALE,,1306,Moyale,64,Marsabit,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
227,1481,OBBU,MARSABIT,MOYALE,,1306,Moyale,64,Marsabit,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
228,1482,DUKANA,MARSABIT,NORTH HORR,,1307,North Horr,64,Marsabit,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
229,1483,MAIKONA,MARSABIT,NORTH HORR,,1307,North Horr,64,Marsabit,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
206,1484,WARGADUD,MANDERA,MANDERA SOUTH,,325,MANDERA SOUTH,63,Mandera,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
457,1485,Rurii Ward,NYANDARUA,Olkalou Sub County,,374,Olkalou Sub County,67,Nyandarua,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
96,1486,Chewele Ward,TANA RIVER,Bura Sub County,,299,Bura Sub County,57,Tana River,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
234,1487,KARARE,MARSABIT,SAKU,,329,SAKU,64,Marsabit,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
235,1488,MARSABIT CENTRAL,MARSABIT,SAKU,,329,SAKU,64,Marsabit,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
236,1489,LOIYANGALANI,MARSABIT,LAISAMIS,,330,LAISAMIS,64,Marsabit,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
100,1490,Madogo Ward,TANA RIVER,Bura Sub County,,299,Bura Sub County,57,Tana River,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1722,1491,Mayenje Ward,Busia,Matayos Sub County,,323,Matayos Sub County,62,Busia,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1726,1492,Marachi West Ward,Busia,Butula Sub County,,1524,Butula,62,Busia,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
486,1493,Karima Ward,NYERI,Nyeri South Sub County,,1381,Nyeri South,69,Nyeri,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
487,1494,Gikondi Ward,NYERI,Mukurweini Sub County,,376,Mukurweini Sub County,69,Nyeri,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
488,1495,Rugi Ward,NYERI,Mukurweini Sub County,,376,Mukurweini Sub County,69,Nyeri,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
489,1496,Mukurwe-ini west Ward,NYERI,Mukurweini Sub County,,376,Mukurweini Sub County,69,Nyeri,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
490,1497,Mukurwe-ini central Ward,NYERI,Mukurweini Sub County,,376,Mukurweini Sub County,69,Nyeri,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
491,1498,Kiganjo/mathari Ward,NYERI,Nyeri Central Sub County,,1383,Nyeri Central,69,Nyeri,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
492,1499,Rware Ward,NYERI,Nyeri Central Sub County,,1383,Nyeri Central,69,Nyeri,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
493,1500,Gatitu/muruguru Ward,NYERI,Nyeri Central Sub County,,1383,Nyeri Central,69,Nyeri,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
494,1501,RURING'U / Karia Ward,NYERI,Nyeri Central Sub County,,1383,Nyeri Central,69,Nyeri,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
495,1502,Kamakwa/mukaro Ward,NYERI,Nyeri Central Sub County,,1383,Nyeri Central,69,Nyeri,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
496,1503,Mutithi Ward,KIRINYAGA,Kirinyaga North/Mwea West Sub County,,378,Kirinyaga North/Mwea West Sub County,75,Kirinyaga,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
497,1504,Kangai Ward,KIRINYAGA,Kirinyaga North/Mwea West Sub County,,378,Kirinyaga North/Mwea West Sub County,75,Kirinyaga,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
498,1505,Thiba Ward,KIRINYAGA,Kirinyaga North/Mwea West Sub County,,378,Kirinyaga North/Mwea West Sub County,75,Kirinyaga,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
499,1506,Wamumu Ward,KIRINYAGA,Kirinyaga North/Mwea West Sub County,,378,Kirinyaga North/Mwea West Sub County,75,Kirinyaga,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
500,1507,Nyangati Ward,KIRINYAGA,Kirinyaga South Sub County,,379,Kirinyaga South Sub County,75,Kirinyaga,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
501,1508,Murinduko Ward,KIRINYAGA,Kirinyaga South Sub County,,379,Kirinyaga South Sub County,75,Kirinyaga,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
502,1509,Gathigiriri Ward,KIRINYAGA,Kirinyaga South Sub County,,379,Kirinyaga South Sub County,75,Kirinyaga,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
503,1510,Tebere Ward,KIRINYAGA,Kirinyaga South Sub County,,379,Kirinyaga South Sub County,75,Kirinyaga,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
504,1511,Kabare Ward,KIRINYAGA,Kirinyaga East Sub County,,1385,Kirinyaga East,75,Kirinyaga,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
505,1512,Baragwi Ward,KIRINYAGA,Kirinyaga East Sub County,,1385,Kirinyaga East,75,Kirinyaga,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
506,1513,Njukiine Ward,KIRINYAGA,Kirinyaga East Sub County,,1385,Kirinyaga East,75,Kirinyaga,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
507,1514,Ngariama Ward,KIRINYAGA,Kirinyaga East Sub County,,1385,Kirinyaga East,75,Kirinyaga,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
508,1515,Karumandi Ward,KIRINYAGA,Kirinyaga East Sub County,,1385,Kirinyaga East,75,Kirinyaga,WRONG_SUBCOUNTY,Ward subCountyId does not match the authoritative canonical subcounty target.
509,1516,Mukure Ward,KIRINYAGA,Kirinyaga West Sub County,,1386,Kirinyaga West,75,Kirinyaga,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
510,1517,Kiine Ward,KIRINYAGA,Kirinyaga West Sub County,,1386,Kirinyaga West,75,Kirinyaga,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
511,1518,Kariti Ward,KIRINYAGA,Kirinyaga West Sub County,,1386,Kirinyaga West,75,Kirinyaga,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1729,1519,Marachi East Ward,Busia,Butula Sub County,,1524,Butula,62,Busia,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1730,1520,Marachi North Ward,Busia,Butula Sub County,,1524,Butula,62,Busia,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1731,1521,Elugulu Ward,Busia,Butula Sub County,,1524,Butula,62,Busia,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1732,1522,Namboboto Nambuku Ward,Busia,Samia Sub County,,1526,Samia,62,Busia,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1733,1523,Nangina Ward,Busia,Samia Sub County,,1526,Samia,62,Busia,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1734,1524,Ageng'a Nanguba Ward,Busia,Samia Sub County,,1526,Samia,62,Busia,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
1735,1525,Bwiri Ward,Busia,Samia Sub County,,1526,Samia,62,Busia,CORRECT,Database county and canonical subcounty ownership match the authoritative source.
2097,1526,Kiru Ward,Muranga,Mathioya Sub County,,1391,Mathioya,76,Murang'a,TARGET_UNRESOLVED,Authoritative county and subcounty could not be resolved to a unique Prisma target.
2098,1527,Kamacharia Ward,Muranga,Mathioya Sub County,,1391,Mathioya,76,Murang'a,TARGET_UNRESOLVED,Authoritative county and subcounty could not be resolved to a unique Prisma target.
2099,1528,Wangu Ward,Muranga,Kiharu Sub County,,384,Kiharu Sub County,76,Murang'a,TARGET_UNRESOLVED,Authoritative county and subcounty could not be resolved to a unique Prisma target.
