gid,authoritativeCounty,authoritativeSubCounty,authoritativeWard,normalizedCounty,normalizedSubCounty,actualWardId,actualCountyId,actualCountyName,actualSubCountyId,actualSubCountyName,candidateCountyIds,candidateSubCountyIds,candidateSubCountyNames,status,reason
162,WAJIR,Wajir North Sub County,Bute Ward,wajir,wajirnorth,1383,61,Wajir,1292,Wajir North,61,1292,Wajir North,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
360,KITUI,Kitui East Sub County,Nzambani Ward,kitui,kituieast,1384,68,Kitui,354,Kitui East Sub County,68,354,Kitui East Sub County,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1618,Bungoma,Bumula Sub County,West Bukusu Ward,bungoma,bumula,1385,53,Bungoma,1511,Bumula,53,1511,Bumula,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1622,Bungoma,Kanduyi Sub County,Township Ward,bungoma,kanduyi,1386,53,Bungoma,284,Kanduyi Sub County,53,284,Kanduyi Sub County,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1623,Bungoma,Kanduyi Sub County,Khalaba Ward,bungoma,kanduyi,1387,53,Bungoma,284,Kanduyi Sub County,53,284,Kanduyi Sub County,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1624,Bungoma,Kanduyi Sub County,Musikoma Ward,bungoma,kanduyi,1388,53,Bungoma,284,Kanduyi Sub County,53,284,Kanduyi Sub County,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1625,Bungoma,Kanduyi Sub County,East Sang'alo Ward,bungoma,kanduyi,1389,53,Bungoma,284,Kanduyi Sub County,53,284,Kanduyi Sub County,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1626,Bungoma,Kanduyi Sub County,Marakaru/tuuti Ward,bungoma,kanduyi,1390,53,Bungoma,284,Kanduyi Sub County,53,284,Kanduyi Sub County,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1627,Bungoma,Kanduyi Sub County,West Sang'alo Ward,bungoma,kanduyi,1391,53,Bungoma,284,Kanduyi Sub County,53,284,Kanduyi Sub County,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1628,Bungoma,Webuye  East Sub County,Mihuu Ward,bungoma,webuyeeast,1392,53,Bungoma,355,Webuye  East Sub County,53,355,Webuye  East Sub County,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1629,Bungoma,Webuye  East Sub County,Ndivisi Ward,bungoma,webuyeeast,1393,53,Bungoma,355,Webuye  East Sub County,53,355,Webuye  East Sub County,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1630,Bungoma,Webuye  East Sub County,Maraka Ward,bungoma,webuyeeast,1394,53,Bungoma,355,Webuye  East Sub County,53,355,Webuye  East Sub County,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1631,Bungoma,Webuye West Sub County,Misikhu Ward,bungoma,webuyewest,1395,53,Bungoma,1520,Webuye West,53,1520,Webuye West,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1632,Bungoma,Webuye West Sub County,Sitikho Ward,bungoma,webuyewest,1396,53,Bungoma,1520,Webuye West,53,1520,Webuye West,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1633,Bungoma,Webuye West Sub County,Matulo Ward,bungoma,webuyewest,1397,53,Bungoma,1520,Webuye West,53,1520,Webuye West,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
97,TANA RIVER,Bura Sub County,Hirimani Ward,tanariver,bura,1398,57,Tana River,299,Bura Sub County,57,299,Bura Sub County,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1831,Kilifi,Kilifi North Sub County,Mnarani Ward,kilifi,kilifinorth,1399,73,Kilifi,1266,Kilifi North,73,1266,Kilifi North,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1675,Kakamega,Mumias West  Sub County,Mumias North Ward,kakamega,mumiaswest,1400,54,Kakamega,1504,Mumias West,54,1504,Mumias West,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
95,TANA RIVER,Galole Sub County,Wayu Ward,tanariver,galole,1401,57,Tana River,296,Galole Sub County,57,296,Galole Sub County,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
368,KITUI,Kitui South Sub County,Ikutha Ward,kitui,kituisouth,1402,68,Kitui,357,Kitui South Sub County,68,357,Kitui South Sub County,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
370,KITUI,Kitui South Sub County,Athi Ward,kitui,kituisouth,1403,68,Kitui,357,Kitui South Sub County,68,357,Kitui South Sub County,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
411,MAKUENI,Mbooni  Sub County,Tulimani Ward,makueni,mbooni,1404,74,Makueni,358,Mbooni  Sub County,74,358,Mbooni  Sub County,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
412,MAKUENI,Mbooni  Sub County,Mbooni Ward,makueni,mbooni,1405,74,Makueni,358,Mbooni  Sub County,74,358,Mbooni  Sub County,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
413,MAKUENI,Mbooni  Sub County,Kithungo/Kitundu Ward,makueni,mbooni,1406,74,Makueni,358,Mbooni  Sub County,74,358,Mbooni  Sub County,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
414,MAKUENI,Mbooni  Sub County,Kiteta-Kisau Ward,makueni,mbooni,1407,74,Makueni,358,Mbooni  Sub County,74,358,Mbooni  Sub County,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
415,MAKUENI,Mbooni  Sub County,Waia/Kako Ward,makueni,mbooni,1408,74,Makueni,358,Mbooni  Sub County,74,358,Mbooni  Sub County,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
416,MAKUENI,Mbooni  Sub County,Kalawa/ Kathulumbi Ward,makueni,mbooni,1409,74,Makueni,358,Mbooni  Sub County,74,358,Mbooni  Sub County,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
417,MAKUENI,Kilome Sub County,Kasikeu Ward,makueni,kilome,1410,74,Makueni,359,Kilome Sub County,74,359,Kilome Sub County,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
418,MAKUENI,Kilome Sub County,Mukaa Ward,makueni,kilome,1411,74,Makueni,359,Kilome Sub County,74,359,Kilome Sub County,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
419,MAKUENI,Kilome Sub County,Kiima Kiu/Kalanzoni Ward,makueni,kilome,1412,74,Makueni,359,Kilome Sub County,74,359,Kilome Sub County,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
420,MAKUENI,Kaiti  Sub County,Ukia ward,makueni,kaiti,1413,74,Makueni,360,Kaiti  Sub County,74,360,Kaiti  Sub County,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
421,MAKUENI,Kaiti  Sub County,Kee ward,makueni,kaiti,1414,74,Makueni,360,Kaiti  Sub County,74,360,Kaiti  Sub County,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
422,MAKUENI,Kaiti  Sub County,Kilungu ward,makueni,kaiti,1415,74,Makueni,360,Kaiti  Sub County,74,360,Kaiti  Sub County,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
423,MAKUENI,Kaiti  Sub County,Ilima ward,makueni,kaiti,1416,74,Makueni,360,Kaiti  Sub County,74,360,Kaiti  Sub County,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
424,MAKUENI,Makueni  Sub County,Wote Ward,makueni,makueni,1417,74,Makueni,1364,Makueni,74,1364,Makueni,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
425,MAKUENI,Makueni  Sub County,Muvau/Kikumini Ward,makueni,makueni,1418,74,Makueni,1364,Makueni,74,1364,Makueni,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
426,MAKUENI,Makueni  Sub County,Mavindini Ward,makueni,makueni,1419,74,Makueni,1364,Makueni,74,1364,Makueni,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
427,MAKUENI,Makueni  Sub County,Kitise/Kithuki Ward,makueni,makueni,1420,74,Makueni,1364,Makueni,74,1364,Makueni,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
428,MAKUENI,Makueni  Sub County,Kathonzweni Ward,makueni,makueni,1421,74,Makueni,1364,Makueni,74,1364,Makueni,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
429,MAKUENI,Makueni  Sub County,Nzaui/Kilili/Kalamba Ward,makueni,makueni,1422,74,Makueni,1364,Makueni,74,1364,Makueni,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
430,MAKUENI,Makueni  Sub County,Mbitini Ward,makueni,makueni,1423,74,Makueni,1364,Makueni,74,1364,Makueni,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
431,MAKUENI,Kibwezi West  Sub County,Makindu Ward,makueni,kibweziwest,1424,74,Makueni,362,Kibwezi West  Sub County,74,362,Kibwezi West  Sub County,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
432,MAKUENI,Kibwezi West  Sub County,Nguumo Ward,makueni,kibweziwest,1425,74,Makueni,362,Kibwezi West  Sub County,74,362,Kibwezi West  Sub County,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
433,MAKUENI,Kibwezi West  Sub County,Kikumbulyu North Ward,makueni,kibweziwest,1426,74,Makueni,362,Kibwezi West  Sub County,74,362,Kibwezi West  Sub County,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
434,MAKUENI,Kibwezi West  Sub County,Kikumbulyu South Ward,makueni,kibweziwest,1427,74,Makueni,362,Kibwezi West  Sub County,74,362,Kibwezi West  Sub County,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
435,MAKUENI,Kibwezi West  Sub County,Nguu/Masumba Ward,makueni,kibweziwest,1428,74,Makueni,362,Kibwezi West  Sub County,74,362,Kibwezi West  Sub County,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1676,Kakamega,Mumias West  Sub County,Etenje Ward,kakamega,mumiaswest,1429,54,Kakamega,1504,Mumias West,54,1504,Mumias West,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1677,Kakamega,Mumias West  Sub County,Musanda Ward,kakamega,mumiaswest,1430,54,Kakamega,1504,Mumias West,54,1504,Mumias West,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
113,TAITA TAVETA,Taveta Sub County,Bomani Ward,taitataveta,taveta,1431,59,Taita Taveta,1278,Taveta,59,1278,Taveta,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
114,TAITA TAVETA,Taveta Sub County,Mboghoni Ward,taitataveta,taveta,1432,59,Taita Taveta,1278,Taveta,59,1278,Taveta,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
129,TAITA TAVETA,Voi Sub County,Kasigau Ward,taitataveta,voi,1433,59,Taita Taveta,1279,Voi,59,1279,Voi,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
154,GARISSA,Fafi Sub County,Jarajila Ward,garissa,fafi,1434,60,Garissa,1282,Fafi,60,1282,Fafi,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
155,GARISSA,Fafi Sub County,Fafi Ward,garissa,fafi,1435,60,Garissa,1282,Fafi,60,1282,Fafi,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
163,WAJIR,Wajir North Sub County,Korondile Ward,wajir,wajirnorth,1436,61,Wajir,1292,Wajir North,61,1292,Wajir North,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
183,WAJIR,Eldas Sub County,Elnur/tula tula Ward,wajir,eldas,1437,61,Wajir,1288,Eldas,61,1288,Eldas,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
191,MANDERA,MANDERA WEST,TAKABA SOUTH,mandera,manderawest,1438,63,Mandera,1295,Mandera West,63,1295,Mandera West,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
192,MANDERA,MANDERA WEST,TAKABA,mandera,manderawest,1439,63,Mandera,1295,Mandera West,63,1295,Mandera West,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
184,WAJIR,Wajir South Sub County,Benane Ward,wajir,wajirsouth,1440,61,Wajir,1293,Wajir South,61,1293,Wajir South,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
185,WAJIR,Wajir South Sub County,Burder Ward,wajir,wajirsouth,1441,61,Wajir,1293,Wajir South,61,1293,Wajir South,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1832,Kilifi,Kilifi South Sub County,Junju Ward,kilifi,kilifisouth,1442,73,Kilifi,1267,Kilifi South,73,1267,Kilifi South,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1684,Kakamega,Matungu Sub County,Mayoni Ward,kakamega,matungu,1443,54,Kakamega,1502,Matungu,54,1502,Matungu,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1685,Kakamega,Matungu Sub County,Namamali Ward,kakamega,matungu,1444,54,Kakamega,1502,Matungu,54,1502,Matungu,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1686,Kakamega,Butere Sub County,Marama West Ward,kakamega,butere,1445,54,Kakamega,1493,Butere,54,1493,Butere,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1687,Kakamega,Butere Sub County,Marama Central Ward,kakamega,butere,1446,54,Kakamega,1493,Butere,54,1493,Butere,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1688,Kakamega,Butere Sub County,Marenyo-shianda Ward,kakamega,butere,1447,54,Kakamega,1493,Butere,54,1493,Butere,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1689,Kakamega,Butere Sub County,Marama North Ward,kakamega,butere,1448,54,Kakamega,1493,Butere,54,1493,Butere,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1690,Kakamega,Butere Sub County,Marama South Ward,kakamega,butere,1449,54,Kakamega,1493,Butere,54,1493,Butere,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1692,Kakamega,Khwisero Sub County,Kisa East Ward,kakamega,khwisero,1450,54,Kakamega,1498,Khwisero,54,1498,Khwisero,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1693,Kakamega,Khwisero Sub County,Kisa West Ward,kakamega,khwisero,1451,54,Kakamega,1498,Khwisero,54,1498,Khwisero,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1694,Kakamega,Khwisero Sub County,Kisa Central Ward,kakamega,khwisero,1452,54,Kakamega,1498,Khwisero,54,1498,Khwisero,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1695,Kakamega,Shinyalu Sub County,Isukha North Ward,kakamega,shinyalu,1453,54,Kakamega,369,Shinyalu Sub County,54,369,Shinyalu Sub County,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1696,Kakamega,Shinyalu Sub County,Murhanda Ward,kakamega,shinyalu,1454,54,Kakamega,369,Shinyalu Sub County,54,369,Shinyalu Sub County,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1697,Kakamega,Shinyalu Sub County,Isukha Central Ward,kakamega,shinyalu,1455,54,Kakamega,369,Shinyalu Sub County,54,369,Shinyalu Sub County,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1698,Kakamega,Shinyalu Sub County,Isukha South Ward,kakamega,shinyalu,1456,54,Kakamega,369,Shinyalu Sub County,54,369,Shinyalu Sub County,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1699,Kakamega,Shinyalu Sub County,Isukha East Ward,kakamega,shinyalu,1457,54,Kakamega,369,Shinyalu Sub County,54,369,Shinyalu Sub County,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1700,Kakamega,Shinyalu Sub County,Isukha West Ward,kakamega,shinyalu,1458,54,Kakamega,369,Shinyalu Sub County,54,369,Shinyalu Sub County,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1701,Kakamega,Ikolomani Sub County,Idakho South Ward,kakamega,ikolomani,1459,54,Kakamega,370,Ikolomani Sub County,54,370,Ikolomani Sub County,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1702,Kakamega,Ikolomani Sub County,Idakho East Ward,kakamega,ikolomani,1460,54,Kakamega,370,Ikolomani Sub County,54,370,Ikolomani Sub County,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1703,Kakamega,Ikolomani Sub County,Idakho North Ward,kakamega,ikolomani,1461,54,Kakamega,370,Ikolomani Sub County,54,370,Ikolomani Sub County,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1704,Kakamega,Ikolomani Sub County,Idakho Central Ward,kakamega,ikolomani,1462,54,Kakamega,370,Ikolomani Sub County,54,370,Ikolomani Sub County,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1705,Busia,Teso North Sub County,Malaba Central Ward,busia,tesonorth,1463,62,Busia,1527,Teso North,62,1527,Teso North,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1706,Busia,Teso North Sub County,Malaba North Ward,busia,tesonorth,1464,62,Busia,1527,Teso North,62,1527,Teso North,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1707,Busia,Teso North Sub County,Ang'urai South Ward,busia,tesonorth,1465,62,Busia,1527,Teso North,62,1527,Teso North,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1708,Busia,Teso North Sub County,Ang'urai North Ward,busia,tesonorth,1466,62,Busia,1527,Teso North,62,1527,Teso North,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1709,Busia,Teso North Sub County,Ang'urai East Ward,busia,tesonorth,1467,62,Busia,1527,Teso North,62,1527,Teso North,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1710,Busia,Teso North Sub County,Malaba South Ward,busia,tesonorth,1468,62,Busia,1527,Teso North,62,1527,Teso North,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1711,Busia,Teso South Sub County,Ang'orom Ward,busia,tesosouth,1469,62,Busia,1528,Teso South,62,1528,Teso South,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1712,Busia,Teso South Sub County,Chakol South Ward,busia,tesosouth,1470,62,Busia,1528,Teso South,62,1528,Teso South,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1713,Busia,Teso South Sub County,Chakol North Ward,busia,tesosouth,1471,62,Busia,1528,Teso South,62,1528,Teso South,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1714,Busia,Teso South Sub County,Amukura West Ward,busia,tesosouth,1472,62,Busia,1528,Teso South,62,1528,Teso South,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1715,Busia,Teso South Sub County,Amukura East Ward,busia,tesosouth,1473,62,Busia,1528,Teso South,62,1528,Teso South,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
452,NYANDARUA,Kipipiri Sub County,Githioro Ward,nyandarua,kipipiri,1474,67,Nyandarua,1372,Kipipiri,67,1372,Kipipiri,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
351,KITUI,Kitui Rural Sub County,Mbitini Ward,kitui,kituirural,1475,68,Kitui,348,Kitui Rural Sub County,68,348,Kitui Rural Sub County,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
454,NYANDARUA,Olkalou Sub County,Kanjuiri range Ward,nyandarua,olkalou,1476,67,Nyandarua,374,Olkalou Sub County,67,374,Olkalou Sub County,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1716,Busia,Teso South Sub County,Amukura Central Ward,busia,tesosouth,1477,62,Busia,1528,Teso South,62,1528,Teso South,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
359,KITUI,Kitui East Sub County,Zombe/mwitika Ward,kitui,kituieast,1478,68,Kitui,354,Kitui East Sub County,68,354,Kitui East Sub County,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
225,MARSABIT,MOYALE,MOYALE TOWNSHIP,marsabit,moyale,1479,64,Marsabit,1306,Moyale,64,1306,Moyale,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
226,MARSABIT,MOYALE,URAN,marsabit,moyale,1480,64,Marsabit,1306,Moyale,64,1306,Moyale,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
227,MARSABIT,MOYALE,OBBU,marsabit,moyale,1481,64,Marsabit,1306,Moyale,64,1306,Moyale,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
228,MARSABIT,NORTH HORR,DUKANA,marsabit,northhorr,1482,64,Marsabit,1307,North Horr,64,1307,North Horr,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
229,MARSABIT,NORTH HORR,MAIKONA,marsabit,northhorr,1483,64,Marsabit,1307,North Horr,64,1307,North Horr,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
206,MANDERA,MANDERA SOUTH,WARGADUD,mandera,manderasouth,1484,63,Mandera,325,MANDERA SOUTH,63,325,MANDERA SOUTH,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
457,NYANDARUA,Olkalou Sub County,Rurii Ward,nyandarua,olkalou,1485,67,Nyandarua,374,Olkalou Sub County,67,374,Olkalou Sub County,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
96,TANA RIVER,Bura Sub County,Chewele Ward,tanariver,bura,1486,57,Tana River,299,Bura Sub County,57,299,Bura Sub County,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
234,MARSABIT,SAKU,KARARE,marsabit,saku,1487,64,Marsabit,329,SAKU,64,329,SAKU,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
235,MARSABIT,SAKU,MARSABIT CENTRAL,marsabit,saku,1488,64,Marsabit,329,SAKU,64,329,SAKU,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
236,MARSABIT,LAISAMIS,LOIYANGALANI,marsabit,laisamis,1489,64,Marsabit,330,LAISAMIS,64,330,LAISAMIS,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
100,TANA RIVER,Bura Sub County,Madogo Ward,tanariver,bura,1490,57,Tana River,299,Bura Sub County,57,299,Bura Sub County,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1722,Busia,Matayos Sub County,Mayenje Ward,busia,matayos,1491,62,Busia,323,Matayos Sub County,62,323,Matayos Sub County,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
1726,Busia,Butula Sub County,Marachi West Ward,busia,butula,1492,62,Busia,1524,Butula,62,1524,Butula,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
486,NYERI,Nyeri South Sub County,Karima Ward,nyeri,nyerisouth,1493,69,Nyeri,1381,Nyeri South,69,1381,Nyeri South,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
487,NYERI,Mukurweini Sub County,Gikondi Ward,nyeri,mukurweini,1494,69,Nyeri,376,Mukurweini Sub County,69,376|1382,Mukurweini Sub County|Mukurwe-ini,AMBIGUOUS,"Authoritative identity nyeri|mukurweini resolves to multiple current SubCounty IDs: 376, 1382. Evaluator abstains rather than selecting one."
488,NYERI,Mukurweini Sub County,Rugi Ward,nyeri,mukurweini,1495,69,Nyeri,376,Mukurweini Sub County,69,376|1382,Mukurweini Sub County|Mukurwe-ini,AMBIGUOUS,"Authoritative identity nyeri|mukurweini resolves to multiple current SubCounty IDs: 376, 1382. Evaluator abstains rather than selecting one."
489,NYERI,Mukurweini Sub County,Mukurwe-ini west Ward,nyeri,mukurweini,1496,69,Nyeri,376,Mukurweini Sub County,69,376|1382,Mukurweini Sub County|Mukurwe-ini,AMBIGUOUS,"Authoritative identity nyeri|mukurweini resolves to multiple current SubCounty IDs: 376, 1382. Evaluator abstains rather than selecting one."
490,NYERI,Mukurweini Sub County,Mukurwe-ini central Ward,nyeri,mukurweini,1497,69,Nyeri,376,Mukurweini Sub County,69,376|1382,Mukurweini Sub County|Mukurwe-ini,AMBIGUOUS,"Authoritative identity nyeri|mukurweini resolves to multiple current SubCounty IDs: 376, 1382. Evaluator abstains rather than selecting one."
491,NYERI,Nyeri Central Sub County,Kiganjo/mathari Ward,nyeri,nyericentral,1498,69,Nyeri,1383,Nyeri Central,69,1383,Nyeri Central,EXACT_MATCH,sourceGID located the Ward and its County/SubCounty relationships match the unique normalized authoritative identity.
