sourceGid,wardName,authoritativeCountyName,authoritativeSubcountyName,authoritativeScuid,authoritativeCountyId,authoritativeSubcountyId,databaseWardId,databaseWardName,databaseCountyId,databaseCountyName,databaseSubcountyId,databaseSubcountyName,status,resolutionType,notes
1898,Tsimba Golini Ward,Kwale,Matuga Sub County,wUNEDOnx9uB,84,1259,1773,Tsimba Golini Ward,84,Kwale,1259,Matuga,CORRECT,NORMALIZED,
1899,Waa Ngombeni Ward,Kwale,Matuga Sub County,wUNEDOnx9uB,84,1259,1774,Waa Ngombeni Ward,84,Kwale,1259,Matuga,CORRECT,NORMALIZED,
1770,Kamara Ward,Nakuru,Kuresoi North  Sub County,QBwORnYdu0e,77,1460,1775,Kamara Ward,77,Nakuru,1460,Kuresoi North,CORRECT,NORMALIZED,
1900,Tiwi Ward,Kwale,Matuga Sub County,wUNEDOnx9uB,84,1259,1776,Tiwi Ward,84,Kwale,1259,Matuga,CORRECT,NORMALIZED,
1901,Kubo South Ward,Kwale,Matuga Sub County,wUNEDOnx9uB,84,1259,1777,Kubo South Ward,84,Kwale,1259,Matuga,CORRECT,NORMALIZED,
1772,Waseges Ward,Nakuru,Subukia  Sub County,zQEuNRaPYgE,77,1469,1778,Waseges Ward,77,Nakuru,1469,Subukia,CORRECT,NORMALIZED,
1773,Kabazi Ward,Nakuru,Subukia  Sub County,zQEuNRaPYgE,77,1469,1779,Kabazi Ward,77,Nakuru,1469,Subukia,CORRECT,NORMALIZED,
731,Kapyego Ward,ELGEYO-MARAKWET,Marakwet East sub-county,EZraJgLdRLX,85,1438,1780,Kapyego Ward,85,Elgeyo Marakwet,1438,Marakwet East,CORRECT,NORMALIZED,
732,Sambirir Ward,ELGEYO-MARAKWET,Marakwet East sub-county,EZraJgLdRLX,85,1438,1781,Sambirir Ward,85,Elgeyo Marakwet,1438,Marakwet East,CORRECT,NORMALIZED,
1902,Mkongani Ward,Kwale,Matuga Sub County,wUNEDOnx9uB,84,1259,1782,Mkongani Ward,84,Kwale,1259,Matuga,CORRECT,NORMALIZED,
1903,Ndavaya Ward,Kwale,Kinango Sub County,LOgbecTRkbp,84,1257,1783,Ndavaya Ward,84,Kwale,1257,Kinango,CORRECT,NORMALIZED,
1904,Puma Ward,Kwale,Kinango Sub County,LOgbecTRkbp,84,1257,1784,Puma Ward,84,Kwale,1257,Kinango,CORRECT,NORMALIZED,
1905,Kinango Ward,Kwale,Kinango Sub County,LOgbecTRkbp,84,1257,1785,Kinango Ward,84,Kwale,1257,Kinango,CORRECT,NORMALIZED,
1906,Mackinon Road Ward,Kwale,Kinango Sub County,LOgbecTRkbp,84,1257,1786,Mackinon Road Ward,84,Kwale,1257,Kinango,CORRECT,NORMALIZED,
1907,Chengoni/samburu Ward,Kwale,Kinango Sub County,LOgbecTRkbp,84,1257,1787,Chengoni/samburu Ward,84,Kwale,1257,Kinango,CORRECT,NORMALIZED,
1908,Mwavumbo Ward,Kwale,Kinango Sub County,LOgbecTRkbp,84,1257,1788,Mwavumbo Ward,84,Kwale,1257,Kinango,CORRECT,NORMALIZED,
1781,Kiamaina Ward,Nakuru,Nakuru North  Sub County,nwh9bXKykiS,77,1465,1789,Kiamaina Ward,77,Nakuru,1465,Nakuru North,CORRECT,NORMALIZED,
1909,Kasemeni Ward,Kwale,Kinango Sub County,LOgbecTRkbp,84,1257,1790,Kasemeni Ward,84,Kwale,1257,Kinango,CORRECT,NORMALIZED,
2237,Gatuanyaga Ward,Kiambu,Thika Town Sub County,YZAZ1a9MIvX,82,439,1791,Gatuanyaga Ward,82,Kiambu,439,Thika Town Sub County,CORRECT,EXACT,
2238,Ngoliba Ward,Kiambu,Thika Town Sub County,YZAZ1a9MIvX,82,439,1792,Ngoliba Ward,82,Kiambu,439,Thika Town Sub County,CORRECT,EXACT,
2239,Gitothua,Kiambu,Ruiru Sub County,TPRNJqSm4lK,82,1407,1793,Gitothua,82,Kiambu,1407,Ruiru,CORRECT,NORMALIZED,
112,Mahoo Ward,TAITA TAVETA,Taveta Sub County,jNzRdAwjaQ1,59,1278,1794,Mahoo Ward,59,Taita Taveta,1278,Taveta,CORRECT,NORMALIZED,
2269,Kimulot Ward,Bomet,Konoin Sub County,PLFoYJO8MVS,86,1490,1795,Kimulot Ward,86,Bomet,1490,Konoin,CORRECT,NORMALIZED,
2270,Mogogosiek Ward,Bomet,Konoin Sub County,PLFoYJO8MVS,86,1490,1796,Mogogosiek Ward,86,Bomet,1490,Konoin,CORRECT,NORMALIZED,
2271,Boito Ward,Bomet,Konoin Sub County,PLFoYJO8MVS,86,1490,1797,Boito Ward,86,Bomet,1490,Konoin,CORRECT,NORMALIZED,
2272,Embomos Ward,Bomet,Konoin Sub County,PLFoYJO8MVS,86,1490,1798,Embomos Ward,86,Bomet,1490,Konoin,CORRECT,NORMALIZED,
2273,BOMBABA BORABU,Kisii,Bomachoge Borabu Sub County,ntRK47D5dYL,87,450,1799,BOMBABA BORABU,87,Kisii,450,Bomachoge Borabu Sub County,CORRECT,EXACT,
1775,Soin Ward,Nakuru,Rongai  Sub County,OK0hW8DFHq3,77,1468,1800,Soin Ward,77,Nakuru,1468,Rongai,CORRECT,NORMALIZED,
757,Kemeloi-maraba Ward,NANDI,Aldai Sub County,Sq2fLWnOCGg,88,451,1801,Kemeloi-maraba Ward,88,Nandi,451,Aldai Sub County,CORRECT,EXACT,
758,Kobujoi Ward,NANDI,Aldai Sub County,Sq2fLWnOCGg,88,451,1802,Kobujoi Ward,88,Nandi,451,Aldai Sub County,CORRECT,EXACT,
759,Kaptumo/kaboi Ward,NANDI,Aldai Sub County,Sq2fLWnOCGg,88,451,1803,Kaptumo/kaboi Ward,88,Nandi,451,Aldai Sub County,CORRECT,EXACT,
760,Koyo/ndurio Ward,NANDI,Aldai Sub County,Sq2fLWnOCGg,88,451,1804,Koyo/ndurio Ward,88,Nandi,451,Aldai Sub County,CORRECT,EXACT,
761,Nandi hills Ward,NANDI,Nandi East Sub County,W6Err8cQf5J,88,1442,1805,Nandi hills Ward,88,Nandi,1442,Nandi East,CORRECT,NORMALIZED,
762,Chepkunyuk Ward,NANDI,Nandi East Sub County,W6Err8cQf5J,88,1442,1806,Chepkunyuk Ward,88,Nandi,1442,Nandi East,CORRECT,NORMALIZED,
119,Mwanda/mgange Ward,TAITA TAVETA,Wundanyi Sub County,AM36DdkZ36Y,59,303,1807,Mwanda/mgange Ward,59,Taita Taveta,303,Wundanyi Sub County,CORRECT,EXACT,
120,Ronge Ward,TAITA TAVETA,Mwatate Sub County,IBDoGsLdhvt,59,1276,1808,Ronge Ward,59,Taita Taveta,1276,Mwatate,CORRECT,NORMALIZED,
305,Igambang`ombe Ward,THARAKA-NITHI,Igambang'ombe Sub County,yXwsnpFBIPW,66,1323,1809,Igambang`ombe Ward,66,Tharaka Nithi,1323,Igambang'ombe,CORRECT,NORMALIZED,
767,Lelmoko/ngechek Ward,NANDI,Chesumei Sub County,xLWuQq3DjOR,88,1440,1810,Lelmoko/ngechek Ward,88,Nandi,1440,Chesumei,CORRECT,NORMALIZED,
121,Mwatate Ward,TAITA TAVETA,Mwatate Sub County,IBDoGsLdhvt,59,1276,1811,Mwatate Ward,59,Taita Taveta,1276,Mwatate,CORRECT,NORMALIZED,
124,Wusi/kishamba Ward,TAITA TAVETA,Mwatate Sub County,IBDoGsLdhvt,59,1276,1812,Wusi/kishamba Ward,59,Taita Taveta,1276,Mwatate,CORRECT,NORMALIZED,
329,Muminji Ward,EMBU,Mbeere North  Sub County,eYBXetGx8xF,89,1332,1813,Muminji Ward,89,Embu,1332,Mbeere North,CORRECT,NORMALIZED,
330,Evurore Ward,EMBU,Mbeere North  Sub County,eYBXetGx8xF,89,1332,1814,Evurore Ward,89,Embu,1332,Mbeere North,CORRECT,NORMALIZED,
1782,Lanet/umoja Ward,Nakuru,Nakuru North  Sub County,nwh9bXKykiS,77,1465,1815,Lanet/umoja Ward,77,Nakuru,1465,Nakuru North,CORRECT,NORMALIZED,
770,Chepkumia Ward,NANDI,Emgwen Sub County,Njv37QXxNy2,88,456,1816,Chepkumia Ward,88,Nandi,456,Emgwen Sub County,CORRECT,EXACT,
1783,Bahati Ward,Nakuru,Nakuru North  Sub County,nwh9bXKykiS,77,1465,1817,Bahati Ward,77,Nakuru,1465,Nakuru North,CORRECT,NORMALIZED,
1786,Kaptembwo Ward,Nakuru,Nakuru West  Sub County,KTayLusaU5I,77,1466,1818,Kaptembwo Ward,77,Nakuru,1466,Nakuru West,CORRECT,NORMALIZED,
479,Iriaini Ward,NYERI,Mathira East Sub County,vznKK4IegIL,69,1379,1819,Iriaini Ward,69,Nyeri,1379,Mathira East,CORRECT,NORMALIZED,
480,Konyu Ward,NYERI,Mathira East Sub County,vznKK4IegIL,69,1379,1820,Konyu Ward,69,Nyeri,1379,Mathira East,CORRECT,NORMALIZED,
772,Kapsabet Ward,NANDI,Emgwen Sub County,Njv37QXxNy2,88,456,1821,Kapsabet Ward,88,Nandi,456,Emgwen Sub County,CORRECT,EXACT,
773,Kilibwoni Ward,NANDI,Emgwen Sub County,Njv37QXxNy2,88,456,1822,Kilibwoni Ward,88,Nandi,456,Emgwen Sub County,CORRECT,EXACT,
1810,Frere Town Ward,Mombasa,Nyali  Sub County,sr8WEz03EnP,55,1256,1823,Frere Town Ward,55,Mombasa,1256,Nyali,CORRECT,NORMALIZED,
481,Kirimukuyu Ward,NYERI,Mathira West Sub County,msIc1uFAY6B,69,1380,1824,Kirimukuyu Ward,69,Nyeri,1380,Mathira West,CORRECT,NORMALIZED,
1787,Kapkures Ward,Nakuru,Nakuru West  Sub County,KTayLusaU5I,77,1466,1825,Kapkures Ward,77,Nakuru,1466,Nakuru West,CORRECT,NORMALIZED,
662,Suguta Marmar Ward,SAMBURU,Samburu Central Sub County,EmQRGVtvWy3,72,1422,1826,Suguta Marmar Ward,72,Samburu,1422,Samburu Central,CORRECT,NORMALIZED,
1788,Rhoda Ward,Nakuru,Nakuru West  Sub County,KTayLusaU5I,77,1466,1827,Rhoda Ward,77,Nakuru,1466,Nakuru West,CORRECT,NORMALIZED,
1789,Shaabab Ward,Nakuru,Nakuru West  Sub County,KTayLusaU5I,77,1466,1828,Shaabab Ward,77,Nakuru,1466,Nakuru West,CORRECT,NORMALIZED,
747,Soy North Ward,ELGEYO-MARAKWET,Keiyo South Sub County,SOEG546PqbA,85,1437,1829,Soy North Ward,85,Elgeyo Marakwet,1437,Keiyo South,CORRECT,NORMALIZED,
748,Soy South Ward,ELGEYO-MARAKWET,Keiyo South Sub County,SOEG546PqbA,85,1437,1830,Soy South Ward,85,Elgeyo Marakwet,1437,Keiyo South,CORRECT,NORMALIZED,
1790,Biashara Ward,Nakuru,Nakuru East  Sub County,FBJ9Y11esHS,77,1464,1831,Biashara Ward,77,Nakuru,1464,Nakuru East,CORRECT,NORMALIZED,
755,Kabwareng Ward,NANDI,Aldai Sub County,Sq2fLWnOCGg,88,451,1832,Kabwareng Ward,88,Nandi,451,Aldai Sub County,CORRECT,EXACT,
778,Ndalat Ward,NANDI,Mosop Sub County,Xtb7tbJpk9p,88,462,1833,Ndalat Ward,88,Nandi,462,Mosop Sub County,CORRECT,EXACT,
1791,Kivumbini Ward,Nakuru,Nakuru East  Sub County,FBJ9Y11esHS,77,1464,1834,Kivumbini Ward,77,Nakuru,1464,Nakuru East,CORRECT,NORMALIZED,
1792,Flamingo Ward,Nakuru,Nakuru East  Sub County,FBJ9Y11esHS,77,1464,1835,Flamingo Ward,77,Nakuru,1464,Nakuru East,CORRECT,NORMALIZED,
1793,Menengai Ward,Nakuru,Nakuru East  Sub County,FBJ9Y11esHS,77,1464,1836,Menengai Ward,77,Nakuru,1464,Nakuru East,CORRECT,NORMALIZED,
781,Tirioko Ward,BARINGO,Tiaty Sub County,Mk4bMOSMRTB,90,757,1837,Tirioko Ward,90,Baringo,463,Tiaty West Sub County,WRONG_SUBCOUNTY,ALIAS,Database ward points to a different SubCounty than the resolved authoritative target.
782,Kolowa Ward,BARINGO,Tiaty Sub County,Mk4bMOSMRTB,90,757,1838,Kolowa Ward,90,Baringo,463,Tiaty West Sub County,WRONG_SUBCOUNTY,ALIAS,Database ward points to a different SubCounty than the resolved authoritative target.
783,Ribkwo Ward,BARINGO,Tiaty Sub County,Mk4bMOSMRTB,90,757,1839,Ribkwo Ward,90,Baringo,463,Tiaty West Sub County,WRONG_SUBCOUNTY,ALIAS,Database ward points to a different SubCounty than the resolved authoritative target.
784,Silale Ward,BARINGO,Tiaty Sub County,Mk4bMOSMRTB,90,757,1840,Silale Ward,90,Baringo,463,Tiaty West Sub County,WRONG_SUBCOUNTY,ALIAS,Database ward points to a different SubCounty than the resolved authoritative target.
785,Loiyamorok Ward,BARINGO,Tiaty Sub County,Mk4bMOSMRTB,90,757,1841,Loiyamorok Ward,90,Baringo,463,Tiaty West Sub County,WRONG_SUBCOUNTY,ALIAS,Database ward points to a different SubCounty than the resolved authoritative target.
1813,Kongowea Ward,Mombasa,Nyali  Sub County,sr8WEz03EnP,55,1256,1842,Kongowea Ward,55,Mombasa,1256,Nyali,CORRECT,NORMALIZED,
814,Marmanet Ward,LAIKIPIA,Laikipia West Sub County,pXbWrnFPpKb,91,1457,1843,Marmanet Ward,91,Laikipia,1457,Laikipia West,CORRECT,NORMALIZED,
815,Igwamiti Ward,LAIKIPIA,Laikipia West Sub County,pXbWrnFPpKb,91,1457,1844,Igwamiti Ward,91,Laikipia,1457,Laikipia West,CORRECT,NORMALIZED,
816,Salama Ward,LAIKIPIA,Laikipia West Sub County,pXbWrnFPpKb,91,1457,1845,Salama Ward,91,Laikipia,1457,Laikipia West,CORRECT,NORMALIZED,
817,Ngobit Ward,LAIKIPIA,Laikipia East Sub County,pF6qPMIlHte,91,1455,1846,Ngobit Ward,91,Laikipia,1455,Laikipia East,CORRECT,NORMALIZED,
818,Tigithi Ward,LAIKIPIA,Laikipia East Sub County,pF6qPMIlHte,91,1455,1847,Tigithi Ward,91,Laikipia,1455,Laikipia East,CORRECT,NORMALIZED,
819,Thingithu Ward,LAIKIPIA,Laikipia East Sub County,pF6qPMIlHte,91,1455,1848,Thingithu Ward,91,Laikipia,1455,Laikipia East,CORRECT,NORMALIZED,
820,Nanyuki Ward,LAIKIPIA,Laikipia East Sub County,pF6qPMIlHte,91,1455,1849,Nanyuki Ward,91,Laikipia,1455,Laikipia East,CORRECT,NORMALIZED,
1821,Tudor Ward,Mombasa,Mvita  Sub County,C1xuoa1NAMm,55,1255,1850,Tudor Ward,55,Mombasa,1255,Mvita,CORRECT,NORMALIZED,
1777,Mosop Ward,Nakuru,Rongai  Sub County,OK0hW8DFHq3,77,1468,1851,Mosop Ward,77,Nakuru,1468,Rongai,CORRECT,NORMALIZED,
1778,Solai Ward,Nakuru,Rongai  Sub County,OK0hW8DFHq3,77,1468,1852,Solai Ward,77,Nakuru,1468,Rongai,CORRECT,NORMALIZED,
117,Werugha Ward,TAITA TAVETA,Wundanyi Sub County,AM36DdkZ36Y,59,303,1853,Werugha Ward,59,Taita Taveta,303,Wundanyi Sub County,CORRECT,EXACT,
1784,Barut Ward,Nakuru,Nakuru West  Sub County,KTayLusaU5I,77,1466,1854,Barut Ward,77,Nakuru,1466,Nakuru West,CORRECT,NORMALIZED,
1785,London Ward,Nakuru,Nakuru West  Sub County,KTayLusaU5I,77,1466,1855,London Ward,77,Nakuru,1466,Nakuru West,CORRECT,NORMALIZED,
1799,Chaani Ward,Mombasa,Changamwe Sub County,OvI6w06DhPJ,55,1251,1856,Chaani Ward,55,Mombasa,1251,Changamwe,CORRECT,NORMALIZED,
911,Olkeri Ward,KAJIADO,Kajiado North Sub County,BLz1HkvvMkA,92,1478,1857,Olkeri Ward,92,Kajiado,1478,Kajiado North,CORRECT,NORMALIZED,
912,Ongata rongai Ward,KAJIADO,Kajiado North Sub County,BLz1HkvvMkA,92,1478,1858,Ongata rongai Ward,92,Kajiado,1478,Kajiado North,CORRECT,NORMALIZED,
913,Nkaimurunya Ward,KAJIADO,Kajiado North Sub County,BLz1HkvvMkA,92,1478,1859,Nkaimurunya Ward,92,Kajiado,1478,Kajiado North,CORRECT,NORMALIZED,
914,Oloolua Ward,KAJIADO,Kajiado North Sub County,BLz1HkvvMkA,92,1478,1860,Oloolua Ward,92,Kajiado,1478,Kajiado North,CORRECT,NORMALIZED,
915,Ngong Ward,KAJIADO,Kajiado North Sub County,BLz1HkvvMkA,92,1478,1861,Ngong Ward,92,Kajiado,1478,Kajiado North,CORRECT,NORMALIZED,
916,Purko Ward,KAJIADO,Kajiado Central Sub County,SZapM1R0Kti,92,1477,1862,Purko Ward,92,Kajiado,1477,Kajiado Central,CORRECT,NORMALIZED,
917,Ildamat Ward,KAJIADO,Kajiado Central Sub County,SZapM1R0Kti,92,1477,1863,Ildamat Ward,92,Kajiado,1477,Kajiado Central,CORRECT,NORMALIZED,
918,Dalalekutuk Ward,KAJIADO,Kajiado Central Sub County,SZapM1R0Kti,92,1477,1864,Dalalekutuk Ward,92,Kajiado,1477,Kajiado Central,CORRECT,NORMALIZED,
919,Matapato north Ward,KAJIADO,Kajiado Central Sub County,SZapM1R0Kti,92,1477,1865,Matapato north Ward,92,Kajiado,1477,Kajiado Central,CORRECT,NORMALIZED,
920,Matapato south Ward,KAJIADO,Kajiado Central Sub County,SZapM1R0Kti,92,1477,1866,Matapato south Ward,92,Kajiado,1477,Kajiado Central,CORRECT,NORMALIZED,
921,Kaputiei north Ward,KAJIADO,Kajiado East Sub County,g6gTzQ5nfYq,92,469,1867,Kaputiei north Ward,92,Kajiado,469,Kajiado East Sub County,CORRECT,EXACT,
922,Kitengela Ward,KAJIADO,Kajiado East Sub County,g6gTzQ5nfYq,92,469,1868,Kitengela Ward,92,Kajiado,469,Kajiado East Sub County,CORRECT,EXACT,
923,Oloosirkon/sholinke Ward,KAJIADO,Kajiado East Sub County,g6gTzQ5nfYq,92,469,1869,Oloosirkon/sholinke Ward,92,Kajiado,469,Kajiado East Sub County,CORRECT,EXACT,
924,Kenyawa-poka Ward,KAJIADO,Kajiado East Sub County,g6gTzQ5nfYq,92,469,1870,Kenyawa-poka Ward,92,Kajiado,469,Kajiado East Sub County,CORRECT,EXACT,
925,Imaroro Ward,KAJIADO,Kajiado East Sub County,g6gTzQ5nfYq,92,469,1871,Imaroro Ward,92,Kajiado,469,Kajiado East Sub County,CORRECT,EXACT,
926,Keekonyokie Ward,KAJIADO,Kajiado West Sub County,wYsCfCAUWNB,92,1479,1872,Keekonyokie Ward,92,Kajiado,1479,Kajiado West,CORRECT,NORMALIZED,
1912,Manyatta B Ward,Kisumu,Kisumu East Sub County,PRpKwAloU5b,93,1535,1873,Manyatta B Ward,93,Kisumu,1535,Kisumu East,CORRECT,NORMALIZED,
943,Chilchila Ward,KERICHO,Kipkelion West Sub County,Taw0Zg7nArd,56,472,1874,Chilchila Ward,56,Kericho,472,Kipkelion West Sub County,CORRECT,EXACT,
944,Kapsoit Ward,KERICHO,Ainamoi Sub County,GshNTMZJ5r1,56,295,1875,Kapsoit Ward,56,Kericho,295,AINAMOI,CORRECT,NORMALIZED,
945,Ainamoi Ward,KERICHO,Ainamoi Sub County,GshNTMZJ5r1,56,295,1876,Ainamoi Ward,56,Kericho,295,AINAMOI,CORRECT,NORMALIZED,
946,Kapkugerwet Ward,KERICHO,Ainamoi Sub County,GshNTMZJ5r1,56,295,1877,Kapkugerwet Ward,56,Kericho,295,AINAMOI,CORRECT,NORMALIZED,
947,Kipchebor Ward,KERICHO,Ainamoi Sub County,GshNTMZJ5r1,56,295,1878,Kipchebor Ward,56,Kericho,295,AINAMOI,CORRECT,NORMALIZED,
948,Kipchimchim Ward,KERICHO,Ainamoi Sub County,GshNTMZJ5r1,56,295,1879,Kipchimchim Ward,56,Kericho,295,AINAMOI,CORRECT,NORMALIZED,
949,Kapsaos Ward,KERICHO,Ainamoi Sub County,GshNTMZJ5r1,56,295,1880,Kapsaos Ward,56,Kericho,295,AINAMOI,CORRECT,NORMALIZED,
950,Kisiara Ward,KERICHO,Bureti Sub County,wt8cPHWfkfu,56,1483,1881,Kisiara Ward,56,Kericho,1483,Bureti,CORRECT,NORMALIZED,
951,Tebesonik Ward,KERICHO,Bureti Sub County,wt8cPHWfkfu,56,1483,1882,Tebesonik Ward,56,Kericho,1483,Bureti,CORRECT,NORMALIZED,
952,Cheboin Ward,KERICHO,Bureti Sub County,wt8cPHWfkfu,56,1483,1883,Cheboin Ward,56,Kericho,1483,Bureti,CORRECT,NORMALIZED,
953,Chemosot Ward,KERICHO,Bureti Sub County,wt8cPHWfkfu,56,1483,1884,Chemosot Ward,56,Kericho,1483,Bureti,CORRECT,NORMALIZED,
954,Litein Ward,KERICHO,Bureti Sub County,wt8cPHWfkfu,56,1483,1885,Litein Ward,56,Kericho,1483,Bureti,CORRECT,NORMALIZED,
955,Cheplanget Ward,KERICHO,Bureti Sub County,wt8cPHWfkfu,56,1483,1886,Cheplanget Ward,56,Kericho,1483,Bureti,CORRECT,NORMALIZED,
957,Waldai Ward,KERICHO,Belgut Sub County,YnIAWg1T4AY,56,1482,1887,Waldai Ward,56,Kericho,1482,Belgut,CORRECT,NORMALIZED,
958,Kabianga Ward,KERICHO,Belgut Sub County,YnIAWg1T4AY,56,1482,1888,Kabianga Ward,56,Kericho,1482,Belgut,CORRECT,NORMALIZED,
1814,Kadzandani Ward,Mombasa,Nyali  Sub County,sr8WEz03EnP,55,1256,1889,Kadzandani Ward,55,Mombasa,1256,Nyali,CORRECT,NORMALIZED,
1794,Nakuru East Ward,Nakuru,Nakuru East  Sub County,FBJ9Y11esHS,77,1464,1890,Nakuru East Ward,77,Nakuru,1464,Nakuru East,CORRECT,NORMALIZED,
1795,Port Reitz Ward,Mombasa,Changamwe Sub County,OvI6w06DhPJ,55,1251,1891,Port Reitz Ward,55,Mombasa,1251,Changamwe,CORRECT,NORMALIZED,
962,Sigowet Ward,KERICHO,Sigowet/Soin Sub County,ScLzA7tQxrH,56,474,1892,Sigowet Ward,56,Kericho,474,Sigowet/Soin Sub County,CORRECT,EXACT,
963,Kaplelartet Ward,KERICHO,Sigowet/Soin Sub County,ScLzA7tQxrH,56,474,1893,Kaplelartet Ward,56,Kericho,474,Sigowet/Soin Sub County,CORRECT,EXACT,
964,Soliat Ward,KERICHO,Sigowet/Soin Sub County,ScLzA7tQxrH,56,474,1894,Soliat Ward,56,Kericho,474,Sigowet/Soin Sub County,CORRECT,EXACT,
965,Soin Ward,KERICHO,Sigowet/Soin Sub County,ScLzA7tQxrH,56,474,1895,Soin Ward,56,Kericho,474,Sigowet/Soin Sub County,CORRECT,EXACT,
1816,Shika Adabu Ward,Mombasa,Likoni  Sub County,iy93Mmi73Or,55,1254,1896,Shika Adabu Ward,55,Mombasa,1254,Likoni,CORRECT,NORMALIZED,
1804,Junda Ward,Mombasa,Kisauni  Sub County,C1hO6wNOgrH,55,1253,1897,Junda Ward,55,Mombasa,1253,Kisauni,CORRECT,NORMALIZED,
1805,Bamburi Ward,Mombasa,Kisauni  Sub County,C1hO6wNOgrH,55,1253,1898,Bamburi Ward,55,Mombasa,1253,Kisauni,CORRECT,NORMALIZED,
1806,Mwakirunge Ward,Mombasa,Kisauni  Sub County,C1hO6wNOgrH,55,1253,1899,Mwakirunge Ward,55,Mombasa,1253,Kisauni,CORRECT,NORMALIZED,
1807,Mtopanga Ward,Mombasa,Kisauni  Sub County,C1hO6wNOgrH,55,1253,1900,Mtopanga Ward,55,Mombasa,1253,Kisauni,CORRECT,NORMALIZED,
1913,Nyalenda A Ward,Kisumu,Kisumu East Sub County,PRpKwAloU5b,93,1535,1901,Nyalenda A Ward,93,Kisumu,1535,Kisumu East,CORRECT,NORMALIZED,
1809,Shanzu Ward,Mombasa,Kisauni  Sub County,C1hO6wNOgrH,55,1253,1902,Shanzu Ward,55,Mombasa,1253,Kisauni,CORRECT,NORMALIZED,
1811,Ziwa La Ng'ombe Ward,Mombasa,Nyali  Sub County,sr8WEz03EnP,55,1256,1903,Ziwa La Ng'ombe Ward,55,Mombasa,1256,Nyali,CORRECT,NORMALIZED,
1812,Mkomani Ward,Mombasa,Nyali  Sub County,sr8WEz03EnP,55,1256,1904,Mkomani Ward,55,Mombasa,1256,Nyali,CORRECT,NORMALIZED,
1815,Mtongwe Ward,Mombasa,Likoni  Sub County,iy93Mmi73Or,55,1254,1905,Mtongwe Ward,55,Mombasa,1254,Likoni,CORRECT,NORMALIZED,
125,Mbololo Ward,TAITA TAVETA,Voi Sub County,yoGLpCTgjed,59,1279,1906,Mbololo Ward,59,Taita Taveta,1279,Voi,CORRECT,NORMALIZED,
1817,Bofu Ward,Mombasa,Likoni  Sub County,iy93Mmi73Or,55,1254,1907,Bofu Ward,55,Mombasa,1254,Likoni,CORRECT,NORMALIZED,
1826,Sokoni Ward,Kilifi,Kilifi North Sub County,MEkEH8ZmcOU,73,1266,1908,Sokoni Ward,73,Kilifi,1266,Kilifi North,CORRECT,NORMALIZED,
1828,Dabaso Ward,Kilifi,Kilifi North Sub County,MEkEH8ZmcOU,73,1266,1909,Dabaso Ward,73,Kilifi,1266,Kilifi North,CORRECT,NORMALIZED,
1830,Watamu Ward,Kilifi,Kilifi North Sub County,MEkEH8ZmcOU,73,1266,1910,Watamu Ward,73,Kilifi,1266,Kilifi North,CORRECT,NORMALIZED,
1833,Mwarakaya Ward,Kilifi,Kilifi South Sub County,xWAZBULwGxp,73,1267,1911,Mwarakaya Ward,73,Kilifi,1267,Kilifi South,CORRECT,NORMALIZED,
1835,Chasimba Ward,Kilifi,Kilifi South Sub County,xWAZBULwGxp,73,1267,1912,Chasimba Ward,73,Kilifi,1267,Kilifi South,CORRECT,NORMALIZED,
1836,Mtepeni Ward,Kilifi,Kilifi South Sub County,xWAZBULwGxp,73,1267,1913,Mtepeni Ward,73,Kilifi,1267,Kilifi South,CORRECT,NORMALIZED,
1837,Mariakani Ward,Kilifi,Kaloleni Sub County,tSKDWoVKiPo,73,1264,1914,Mariakani Ward,73,Kilifi,1264,Kaloleni,CORRECT,NORMALIZED,
1838,Kayafungo Ward,Kilifi,Kaloleni Sub County,tSKDWoVKiPo,73,1264,1915,Kayafungo Ward,73,Kilifi,1264,Kaloleni,CORRECT,NORMALIZED,
1839,Kaloleni Ward,Kilifi,Kaloleni Sub County,tSKDWoVKiPo,73,1264,1916,Kaloleni Ward,73,Kilifi,1264,Kaloleni,CORRECT,NORMALIZED,
1840,Mwanamwinga Ward,Kilifi,Kaloleni Sub County,tSKDWoVKiPo,73,1264,1917,Mwanamwinga Ward,73,Kilifi,1264,Kaloleni,CORRECT,NORMALIZED,
1843,Kambe/ribe Ward,Kilifi,Rabai Sub County,hJf4rt7cvI6,73,1270,1918,Kambe/ribe Ward,73,Kilifi,1270,Rabai,CORRECT,NORMALIZED,
1922,Shauri Moyo Kaloleni Ward,Kisumu,Kisumu Central Sub County,OpLt8IgyHop,93,1536,1919,Shauri Moyo Kaloleni Ward,93,Kisumu,1536,Kisumu Central,CORRECT,NORMALIZED,
1846,Bamba Ward,Kilifi,Ganze Sub County,x7qUMtZZvo9,73,1263,1920,Bamba Ward,73,Kilifi,1263,Ganze,CORRECT,NORMALIZED,
1847,Jaribuni Ward,Kilifi,Ganze Sub County,x7qUMtZZvo9,73,1263,1921,Jaribuni Ward,73,Kilifi,1263,Ganze,CORRECT,NORMALIZED,
1849,Jilore Ward,Kilifi,Malindi Sub County,lGg3wEy784X,73,1269,1922,Jilore Ward,73,Kilifi,1269,Malindi,CORRECT,NORMALIZED,
1850,Kakuyuni Ward,Kilifi,Malindi Sub County,lGg3wEy784X,73,1269,1923,Kakuyuni Ward,73,Kilifi,1269,Malindi,CORRECT,NORMALIZED,
